"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push 2 e Pull 2","3 Jan 2025, 07:11","3 Jan 2025, 08:39","Push 2","Triceps Extension (Cable)",,"",1,"normal",13.75,8,,,
"Push 2 e Pull 2","3 Jan 2025, 07:11","3 Jan 2025, 08:39","Push 2","Triceps Extension (Cable)",,"",2,"failure",14.74,7,,,
"Push 2 e Pull 2","3 Jan 2025, 07:11","3 Jan 2025, 08:39","Push 2","Stair Machine",,"",0,"normal",,,,600,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Squat (Smith Machine)",,"",0,"normal",100,9,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Squat (Smith Machine)",,"",1,"normal",105,8,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Squat (Smith Machine)",,"",2,"normal",110,7,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Straight Leg Deadlift",,"",0,"normal",75,7,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Straight Leg Deadlift",,"",1,"normal",75,7,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Straight Leg Deadlift",,"",2,"normal",75,7,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Leg Extension (Machine)",,"",0,"normal",78.75,8,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Leg Extension (Machine)",,"",1,"normal",82.5,8,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Leg Extension (Machine)",,"",2,"failure",86.25,7,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Lying Leg Curl (Machine)",,"",0,"normal",45,8,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Lying Leg Curl (Machine)",,"",1,"normal",48.75,8,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Lying Leg Curl (Machine)",,"",2,"failure",52.5,7,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Hip Adduction (Machine)",,"",0,"normal",45,8,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Hip Adduction (Machine)",,"",1,"normal",45,7,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Hip Adduction (Machine)",,"",2,"failure",45,7,,,
"Legs","2 Jan 2025, 07:14","2 Jan 2025, 08:47","Legs","Stair Machine",,"",0,"normal",,,,600,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Lat Pulldown (Cable)",,"",0,"normal",78.5,9,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Lat Pulldown (Cable)",,"",1,"normal",82.5,8,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Lat Pulldown (Cable)",,"",2,"failure",86.25,7,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",27.5,8,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",27.5,7,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Chest Supported Incline Row (Dumbbell)",,"",2,"failure",27.5,7,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Iso-Lateral Row (Machine)",,"",0,"normal",50,9,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Iso-Lateral Row (Machine)",,"",1,"normal",52.5,8,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Iso-Lateral Row (Machine)",,"",2,"failure",55,7,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Preacher Curl (Dumbbell)",,"",0,"normal",12.5,9,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Preacher Curl (Dumbbell)",,"",1,"normal",15,8,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Preacher Curl (Dumbbell)",,"",2,"failure",15,7,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Hammer Curl (Dumbbell)",,"",0,"normal",17.5,9,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Hammer Curl (Dumbbell)",,"",1,"normal",17.5,8,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Hammer Curl (Dumbbell)",,"",2,"failure",20,7,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Crunch (Machine)",,"",0,"normal",11,9,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Crunch (Machine)",,"",1,"normal",12,8,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Crunch (Machine)",,"",2,"failure",13,7,,,
"Pull  1","31 Dec 2024, 07:44","31 Dec 2024, 09:41","Pull 1","Treadmill",,"",0,"normal",,,,1200,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Incline Bench Press (Smith Machine)",,"",0,"normal",90,8,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Incline Bench Press (Smith Machine)",,"",1,"normal",90,7,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Incline Bench Press (Smith Machine)",,"",2,"failure",90,6,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Cable Fly Crossovers",,"",0,"normal",12.5,9,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Cable Fly Crossovers",,"",1,"normal",15,9,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Cable Fly Crossovers",,"",2,"failure",17.5,8,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Chest Fly (Machine)",,"",0,"normal",78.75,8,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Chest Fly (Machine)",,"",1,"failure",82.5,8,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Chest Fly (Machine)",,"",2,"normal",67.5,6,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Single Arm Lateral Raise (Cable)",,"",0,"normal",8.75,9,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,8,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Single Arm Lateral Raise (Cable)",,"",2,"failure",11.25,7,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Cross Cable Triceps Extension",,"",0,"normal",8.75,9,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Cross Cable Triceps Extension",,"",1,"normal",9.38,7,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Cross Cable Triceps Extension",,"",2,"failure",10,9,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Skullcrusher (Cable)",,"",0,"normal",32.5,9,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Skullcrusher (Cable)",,"",1,"normal",33.75,9,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Skullcrusher (Cable)",,"",2,"failure",36.25,9,,,
"Push 1","30 Dec 2024, 07:17","30 Dec 2024, 08:33","Push 1","Stair Machine",,"",0,"normal",,,,600,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Unilateral Row (cable)",,"",0,"normal",52.5,8,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Unilateral Row (cable)",,"",1,"normal",52.2,8,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Unilateral Row (cable)",,"",2,"failure",56.25,7,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Rope Straight Arm Pulldown",,"",0,"normal",26.25,8,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Rope Straight Arm Pulldown",,"",1,"normal",26.88,7,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Rope Straight Arm Pulldown",,"",2,"failure",27.5,7,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Rear Delt Reverse Fly (Machine)",,"",0,"normal",60,8,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Rear Delt Reverse Fly (Machine)",,"",1,"normal",63.75,8,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Rear Delt Reverse Fly (Machine)",,"",2,"failure",63.75,7,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Seated Incline Curl (Dumbbell)",,"",0,"normal",17.5,8,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Seated Incline Curl (Dumbbell)",,"",1,"normal",17.5,7,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Seated Incline Curl (Dumbbell)",,"",2,"failure",20,7,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Bicep Curl (Cable)",,"",0,"normal",32.5,9,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Bicep Curl (Cable)",,"",1,"normal",36.25,7,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Bicep Curl (Cable)",,"",2,"failure",36.25,7,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Romanian Chair Sit Ups",,"",0,"normal",,9,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Romanian Chair Sit Ups",,"",1,"normal",,7,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Romanian Chair Sit Ups",,"",2,"failure",,8,,,
"Push 2 e Pull 2","28 Dec 2024, 09:18","28 Dec 2024, 10:59","Pull 2","Stair Machine",,"",0,"normal",,,,600,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Chest Press (Machine)",,"",0,"normal",40,8,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Chest Press (Machine)",,"",1,"normal",42.5,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Chest Press (Machine)",,"",2,"failure",42.5,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Seated Dip Machine",,"",0,"normal",102.5,8,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Seated Dip Machine",,"",1,"normal",102.75,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Seated Dip Machine",,"",2,"failure",110,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Low Cable Fly Crossovers",,"",0,"normal",7.5,8,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Low Cable Fly Crossovers",,"",1,"normal",7.5,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Low Cable Fly Crossovers",,"",2,"failure",7.5,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Front Raise (Cable)",,"",0,"normal",17.5,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Front Raise (Cable)",,"",1,"normal",17.5,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Front Raise (Cable)",,"",2,"failure",17.5,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Lateral Raise (Dumbbell)",,"",0,"normal",12.5,9,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Lateral Raise (Dumbbell)",,"",1,"normal",15,9,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Lateral Raise (Dumbbell)",,"",2,"failure",17.5,8,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Triceps Extension (Cable)",,"",0,"normal",11.25,9,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Triceps Extension (Cable)",,"",1,"normal",12.5,8,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Triceps Extension (Cable)",,"",2,"failure",13.75,7,,,
"Push 2 e Pull 2","27 Dec 2024, 07:21","27 Dec 2024, 08:48","Push 2","Stair Machine",,"",0,"normal",,,,600,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Squat (Smith Machine)",,"",0,"normal",110,8,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Squat (Smith Machine)",,"",1,"normal",115,7,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Squat (Smith Machine)",,"",2,"normal",115,7,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Deadlift (Dumbbell)",,"",0,"normal",22.5,9,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Deadlift (Dumbbell)",,"",1,"normal",22.5,9,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Deadlift (Dumbbell)",,"",2,"failure",22.5,9,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Leg Extension (Machine)",,"",0,"normal",78.75,9,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Leg Extension (Machine)",,"",1,"normal",82.5,7,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Leg Extension (Machine)",,"",2,"failure",86.25,6,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Lying Leg Curl (Machine)",,"",0,"normal",48.75,7,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Lying Leg Curl (Machine)",,"",1,"normal",48.75,7,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Lying Leg Curl (Machine)",,"",2,"failure",48.75,7,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Hip Adduction (Machine)",,"",0,"normal",41.25,11,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Hip Adduction (Machine)",,"",1,"normal",45,8,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Hip Adduction (Machine)",,"",2,"failure",45,7,,,
"Legs","26 Dec 2024, 07:38","26 Dec 2024, 09:06","Legs","Stair Machine",,"",0,"normal",,,,600,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Lat Pulldown (Cable)",,"",0,"normal",78.5,8,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Lat Pulldown (Cable)",,"",1,"normal",82.5,8,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Lat Pulldown (Cable)",,"",2,"failure",86.25,7,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",25,8,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",25,8,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Chest Supported Incline Row (Dumbbell)",,"",2,"failure",27.5,7,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Iso-Lateral Row (Machine)",,"",0,"normal",50,8,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Iso-Lateral Row (Machine)",,"",1,"normal",52.5,7,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Iso-Lateral Row (Machine)",,"",2,"failure",55,7,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Preacher Curl (Dumbbell)",,"",0,"normal",12.5,9,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Preacher Curl (Dumbbell)",,"",1,"normal",15,8,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Preacher Curl (Dumbbell)",,"",2,"failure",15,7,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Hammer Curl (Dumbbell)",,"",0,"normal",15,9,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Hammer Curl (Dumbbell)",,"",1,"normal",17.5,8,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Hammer Curl (Dumbbell)",,"",2,"failure",20,7,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Cable Crunch",,"",0,"normal",40,9,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Cable Crunch",,"",1,"normal",43.75,8,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Cable Crunch",,"",2,"failure",46.25,7,,,
"Pull  1","24 Dec 2024, 08:02","24 Dec 2024, 10:01","Pull 1","Treadmill",,"",0,"normal",,,,1200,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Incline Bench Press (Dumbbell)",,"",0,"normal",40,12,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Incline Bench Press (Dumbbell)",,"",1,"failure",42,7,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Iso-Lateral Chest Press (Machine)",,"",0,"normal",50,10,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Iso-Lateral Chest Press (Machine)",,"",1,"failure",52.5,8,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Chest Fly (Machine)",,"",0,"normal",78.75,8,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Chest Fly (Machine)",,"",1,"normal",78.75,8,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Chest Fly (Machine)",,"",2,"failure",78.75,8,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Cable Fly Crossovers",,"",0,"normal",15,10,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Cable Fly Crossovers",,"",1,"normal",15,9,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Triceps Extension (Cable)",,"",0,"normal",12.5,10,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Triceps Extension (Cable)",,"",1,"failure",12.5,9,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Triceps Pushdown",,"",0,"normal",40,11,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Triceps Pushdown",,"",1,"failure",43.75,7,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Shoulder Press (Dumbbell)",,"",0,"normal",30,13,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Shoulder Press (Dumbbell)",,"",1,"normal",30,9,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Shoulder Press (Dumbbell)",,"",2,"normal",30,8,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Lateral Raise (Dumbbell)",,"",0,"normal",15,13,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Lateral Raise (Dumbbell)",,"",1,"normal",15,10,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Lateral Raise (Dumbbell)",,"",2,"failure",15,10,,,
"Push 1","23 Dec 2024, 07:32","23 Dec 2024, 09:18","Push 1","Treadmill",,"",0,"normal",,,,1200,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Iso-Lateral High Row (Machine)",,"",0,"normal",55,9,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Iso-Lateral High Row (Machine)",,"",1,"normal",57.5,8,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Iso-Lateral High Row (Machine)",,"",2,"failure",60,7,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Iso-Lateral Low Row",,"",0,"normal",85,10,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Iso-Lateral Low Row",,"",1,"failure",85,8,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Lat Pulldown (Cable)",,"",0,"normal",75,9,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Lat Pulldown (Cable)",,"",1,"normal",78.75,7,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Lat Pulldown (Cable)",,"",2,"failure",82.5,7,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Seated Incline Curl (Dumbbell)",,"",0,"normal",15,12,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Seated Incline Curl (Dumbbell)",,"",1,"failure",17.5,9,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Preacher Curl (Dumbbell)",,"",0,"normal",12.5,11,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Preacher Curl (Dumbbell)",,"",1,"failure",15,8,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Seated Wrist Extension (Barbell)",,"",0,"failure",15,13,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Seated Wrist Extension (Barbell)",,"",1,"normal",15,11,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",43.75,12,,,
"Push 2 e Pull 2","21 Dec 2024, 11:25","21 Dec 2024, 12:46","Pull 2","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"failure",46.25,10,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Bench Press (Barbell)",,"",0,"normal",95,11,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Bench Press (Barbell)",,"",1,"normal",100,8,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Cable Fly Crossovers",,"",0,"normal",12.5,12,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Cable Fly Crossovers",,"",1,"normal",15,11,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Cable Fly Crossovers",,"",2,"normal",15,10,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Cable Fly Crossovers",,"",3,"failure",15,10,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Triceps Extension (Cable)",,"",0,"normal",12.5,11,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Triceps Extension (Cable)",,"",1,"normal",12.5,10,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Triceps Extension (Cable)",,"",2,"failure",12.5,7,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Skullcrusher (Cable)",,"",0,"normal",32.5,10,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Skullcrusher (Cable)",,"",1,"normal",32.5,9,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Skullcrusher (Cable)",,"",2,"failure",32.5,8,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.5,12,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,7,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Crunch (Machine)",,"",0,"normal",9,12,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Crunch (Machine)",,"",1,"normal",10,11,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Crunch (Machine)",,"",2,"normal",11,10,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Crunch (Machine)",,"",3,"failure",12,9,,,
"Push 2 e Pull 2","20 Dec 2024, 07:03","20 Dec 2024, 08:22","Push 2","Stair Machine",,"",0,"normal",,,,600,
"Legs","18 Dec 2024, 17:33","18 Dec 2024, 19:19","Legs - Posterior","Squat (Barbell)",,"",0,"normal",105,10,,,
"Legs","18 Dec 2024, 17:33","18 Dec 2024, 19:19","Legs - Posterior","Squat (Barbell)",,"",1,"normal",115,9,,,
"Legs","18 Dec 2024, 17:33","18 Dec 2024, 19:19","Legs - Posterior","Squat (Barbell)",,"",2,"normal",120,7,,,
"Legs","18 Dec 2024, 17:33","18 Dec 2024, 19:19","Legs - Posterior","Lying Leg Curl (Machine)",,"",0,"normal",48.75,11,,,
"Legs","18 Dec 2024, 17:33","18 Dec 2024, 19:19","Legs - Posterior","Lying Leg Curl (Machine)",,"",1,"normal",48.75,9,,,
"Legs","18 Dec 2024, 17:33","18 Dec 2024, 19:19","Legs - Posterior","Lying Leg Curl (Machine)",,"",2,"failure",52.5,8,,,
